Atmospheric.Condition,Roadway,Person.Type,Drug.Involvement,Race,Gender,Injury.Severity,region,Fatalities.in.crash,Alcohol.Results,agenew1,age_cat
Clear,Urban-Principal Arterial-Interstate,Driver of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),South,1,0,62,61+
Cloudy,Rural-Principal Arterial-Other,Passenger of a Motor Vehicle In-Transport,Not Reported,White,Female,Fatal Injury (K),South,2,0,76,61+
Cloudy,Rural-Principal Arterial-Other,Driver of a Motor Vehicle In-Transport,Not Reported,White,Male,Fatal Injury (K),South,2,0,79,61+
Rain,Rural-Major Collector,Driver of a Motor Vehicle In-Transport,Unknown,White,Male,Fatal Injury (K),South,2,0,30,26-30
Clear,Urban-Minor Arterial,Driver of a Motor Vehicle In-Transport,No,Black,Male,Fatal Injury (K),South,1,0.09,28,26-30
Cloudy,Rural-Major Collector,Passenger of a Motor Vehicle In-Transport,No,American Indian (includes Aleuts and Eskimos),Male,Fatal Injury (K),West,2,0,57,51-60
Cloudy,Urban-Principal Arterial-Interstate,Driver of a Motor Vehicle In-Transport,No,White,Female,Fatal Injury (K),West,1,0,28,26-30
Rain,Rural-Principal Arterial-Interstate,Driver of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),Northeast,1,0,40,31-40
Clear,Urban-Minor Arterial,Driver of a Motor Vehicle In-Transport,No,Black,Male,Fatal Injury (K),Northeast,1,0,49,41-50
Clear,Rural-Principal Arterial-Interstate,Driver of a Motor Vehicle In-Transport,Not Reported,White,Male,Fatal Injury (K),West,1,0,32,31-40
Clear,Rural-Principal Arterial-Interstate,Driver of a Motor Vehicle In-Transport,Not Reported,White,Male,Fatal Injury (K),West,1,0.2,29,26-30
Clear,Urban-Other Principal Arterial,Driver of a Motor Vehicle In-Transport,Unknown,Black,Male,Fatal Injury (K),South,1,0.19,37,31-40
Clear,Rural-Major Collector,Driver of a Motor Vehicle In-Transport,Not Reported,White,Male,Fatal Injury (K),South,1,0,20,16-25
Clear,Urban-Minor Arterial,Driver of a Motor Vehicle In-Transport,Not Reported,White,Male,Fatal Injury (K),West,1,0,55,51-60
Clear,Rural-Principal Arterial-Interstate,Driver of a Motor Vehicle In-Transport,Yes,White,Male,Fatal Injury (K),South,1,0.2,46,41-50
Clear,Urban-Other Principal Arterial,Driver of a Motor Vehicle In-Transport,Not Reported,White,Female,Fatal Injury (K),South,1,0.25,44,41-50
Snow,Rural-Principal Arterial-Other,Passenger of a Motor Vehicle In-Transport,No,White,Female,Fatal Injury (K),West,2,0.07,19,16-25
Clear,Rural-Local Road or Street,Driver of a Motor Vehicle In-Transport,Not Reported,White,Male,Fatal Injury (K),South,1,0,75,61+
Cloudy,Urban-Minor Arterial,Passenger of a Motor Vehicle In-Transport,Not Reported,White,Male,Fatal Injury (K),South,1,0,38,31-40
Cloudy,Rural-Principal Arterial-Other,Driver of a Motor Vehicle In-Transport,Not Reported,White,Male,Fatal Injury (K),South,1,0,66,61+
Snow,Urban-Principal Arterial-Interstate,Driver of a Motor Vehicle In-Transport,No,White,Female,Fatal Injury (K),South,1,0,24,16-25
Clear,Urban-Local Road or Street,Passenger of a Motor Vehicle In-Transport,Not Reported,White,Female,Fatal Injury (K),Northeast,2,0,88,61+
Clear,Urban-Local Road or Street,Driver of a Motor Vehicle In-Transport,Not Reported,White,Male,Fatal Injury (K),Northeast,2,0,90,61+
Clear,Rural-Principal Arterial-Other,Driver of a Motor Vehicle In-Transport,No,Black,Male,Fatal Injury (K),South,1,0,59,51-60
Clear,Urban-Minor Arterial,Driver of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),West,1,0.06,23,16-25
Rain,Urban-Principal Arterial-Interstate,Driver of a Motor Vehicle In-Transport,Yes,Black,Male,Fatal Injury (K),Northeast,1,0,23,16-25
Clear,Urban-Principal Arterial-Other Freeways or Expressways,Driver of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),Northeast,1,0,45,41-50
Clear,Rural-Principal Arterial-Interstate,Driver of a Motor Vehicle In-Transport,Not Reported,White,Male,Fatal Injury (K),West,1,0,45,41-50
Clear,Rural-Principal Arterial-Other,Driver of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),South,1,0.3,45,41-50
Clear,Rural-Major Collector,Driver of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),South,1,0,72,61+
"Fog, Smog, Smoke",Rural-Minor Arterial,Driver of a Motor Vehicle In-Transport,No,White,Female,Fatal Injury (K),West,1,0,56,51-60
Clear,Urban-Local Road or Street,Driver of a Motor Vehicle In-Transport,Unknown,\N,Male,Fatal Injury (K),Northeast,1,0,25,16-25
Clear,Rural-Principal Arterial-Other,Driver of a Motor Vehicle In-Transport,Not Reported,White,Male,Fatal Injury (K),South,1,0,39,31-40
Cloudy,Urban-Other Principal Arterial,Driver of a Motor Vehicle In-Transport,Unknown,White,Male,Fatal Injury (K),South,1,0,89,61+
Cloudy,Urban-Principal Arterial-Interstate,Driver of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),West,1,0,42,41-50
Clear,Rural-Major Collector,Driver of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),South,1,0,77,61+
Clear,Rural-Local Road or Street,Driver of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),West,1,0,72,61+
Clear,Rural-Principal Arterial-Other,Driver of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),South,1,0,67,61+
Clear,Rural-Minor Arterial,Driver of a Motor Vehicle In-Transport,Unknown,White,Male,Fatal Injury (K),South,1,0.09,58,51-60
Clear,Urban-Principal Arterial-Other Freeways or Expressways,Driver of a Motor Vehicle In-Transport,Not Reported,\N,Male,Fatal Injury (K),West,1,0,54,51-60
Clear,Urban-Minor Arterial,Driver of a Motor Vehicle In-Transport,Not Reported,White,Male,Fatal Injury (K),Northeast,1,0,82,61+
Cloudy,Urban-Other Principal Arterial,Driver of a Motor Vehicle In-Transport,Unknown,White,Male,Fatal Injury (K),South,1,0,64,61+
Clear,Rural-Local Road or Street,Driver of a Motor Vehicle In-Transport,No,White,Female,Fatal Injury (K),West,1,0,19,16-25
Clear,Rural-Local Road or Street,Driver of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),West,1,0.27,33,31-40
Clear,Urban-Local Road or Street,Driver of a Motor Vehicle In-Transport,No,Chinese,Male,Fatal Injury (K),West,1,0.29,27,26-30
Clear,Rural-Principal Arterial-Interstate,Driver of a Motor Vehicle In-Transport,Not Reported,White,Male,Fatal Injury (K),West,1,0.15,22,16-25
Clear,Urban-Local Road or Street,Driver of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),South,1,0.04,18,16-25
"Fog, Smog, Smoke",Rural-Minor Arterial,Driver of a Motor Vehicle In-Transport,Unknown,White,Male,Fatal Injury (K),West,1,0.25,24,16-25
Clear,Urban-Other Principal Arterial,Driver of a Motor Vehicle In-Transport,No,\N,Female,Fatal Injury (K),Northeast,1,0.08,23,16-25
Clear,Rural-Minor Arterial,Driver of a Motor Vehicle In-Transport,Not Reported,Black,Male,Fatal Injury (K),South,1,0.21,29,26-30
Rain,Urban-Minor Arterial,Driver of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),South,1,0,62,61+
Clear,Rural-Major Collector,Driver of a Motor Vehicle In-Transport,Yes,White,Male,Fatal Injury (K),South,1,0,54,51-60
Clear,Rural-Major Collector,Driver of a Motor Vehicle In-Transport,Not Reported,White,Male,Fatal Injury (K),South,1,0,60,51-60
Clear,Urban-Collector,Driver of a Motor Vehicle In-Transport,Not Reported,White,Male,Fatal Injury (K),West,1,0,52,51-60
Clear,Rural-Principal Arterial-Other,Driver of a Motor Vehicle In-Transport,No,American Indian (includes Aleuts and Eskimos),Male,Fatal Injury (K),West,1,0,49,41-50
Cloudy,Rural-Principal Arterial-Other,Passenger of a Motor Vehicle In-Transport,Not Reported,Unknown,Female,Fatal Injury (K),West,2,0,86,61+
Cloudy,Rural-Principal Arterial-Other,Driver of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),West,2,0,90,61+
Clear,Rural-Principal Arterial-Other,Driver of a Motor Vehicle In-Transport,Unknown,Black,Male,Fatal Injury (K),South,1,0.22,22,16-25
Cloudy,Rural-Unknown Rural,Passenger of a Motor Vehicle In-Transport,Not Reported,Unknown,Male,Fatal Injury (K),South,1,0,63,61+
Cloudy,Rural-Principal Arterial-Other,Driver of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),West,1,0,26,26-30
Clear,Urban-Minor Arterial,Driver of a Motor Vehicle In-Transport,Yes,White,Male,Fatal Injury (K),West,1,0,22,16-25
Clear,Rural-Minor Collector,Driver of a Motor Vehicle In-Transport,Not Reported,White,Male,Fatal Injury (K),Northeast,1,0,70,61+
Rain,Urban-Principal Arterial-Interstate,Driver of a Motor Vehicle In-Transport,Yes,White,Male,Fatal Injury (K),Northeast,2,0,21,16-25
Clear,Rural-Principal Arterial-Interstate,Driver of a Motor Vehicle In-Transport,Not Reported,White,Male,Fatal Injury (K),West,1,0.25,52,51-60
Cloudy,Rural-Principal Arterial-Other,Driver of a Motor Vehicle In-Transport,Not Reported,Unknown,Female,Fatal Injury (K),Northeast,1,0,56,51-60
Clear,Rural-Major Collector,Passenger of a Motor Vehicle In-Transport,Not Reported,American Indian (includes Aleuts and Eskimos),Male,Fatal Injury (K),South,1,0.1,20,16-25
Clear,Rural-Principal Arterial-Other,Passenger of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),West,2,0.19,24,16-25
Clear,Rural-Minor Arterial,Driver of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),Northeast,1,0,30,26-30
Clear,Rural-Minor Collector,Driver of a Motor Vehicle In-Transport,Yes,White,Female,Fatal Injury (K),South,1,0.11,42,41-50
Clear,Urban-Principal Arterial-Interstate,Driver of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),West,1,0.13,21,16-25
Clear,Urban-Other Principal Arterial,Driver of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),Northeast,1,0,25,16-25
Clear,Rural-Principal Arterial-Interstate,Driver of a Motor Vehicle In-Transport,No,\N,Male,Fatal Injury (K),South,1,0,58,51-60
Clear,Urban-Collector,Passenger of a Motor Vehicle In-Transport,Not Reported,White,Female,Fatal Injury (K),South,2,0,56,51-60
Clear,Urban-Collector,Passenger of a Motor Vehicle In-Transport,Not Reported,White,Female,Fatal Injury (K),South,2,0,73,61+
Clear,Urban-Minor Arterial,Driver of a Motor Vehicle In-Transport,No,Black,Male,Fatal Injury (K),West,1,0.25,21,16-25
Clear,Rural-Minor Collector,Passenger of a Motor Vehicle In-Transport,No,Unknown,Male,Fatal Injury (K),South,1,0.19,23,16-25
"Fog, Smog, Smoke",Rural-Principal Arterial-Other,Driver of a Motor Vehicle In-Transport,No,American Indian (includes Aleuts and Eskimos),Female,Fatal Injury (K),West,1,0,18,16-25
Cloudy,Rural-Major Collector,Driver of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),South,1,0.18,44,41-50
Rain,Rural-Principal Arterial-Other,Driver of a Motor Vehicle In-Transport,Unknown,White,Male,Fatal Injury (K),South,1,0.08,53,51-60
Clear,Rural-Local Road or Street,Driver of a Motor Vehicle In-Transport,Not Reported,White,Male,Fatal Injury (K),Northeast,1,0.01,27,26-30
Clear,Rural-Local Road or Street,Driver of a Motor Vehicle In-Transport,Unknown,White,Male,Fatal Injury (K),South,1,0,65,61+
Clear,Urban-Minor Arterial,Driver of a Motor Vehicle In-Transport,Not Reported,\N,Male,Fatal Injury (K),Northeast,1,0,36,31-40
Clear,Rural-Minor Collector,Driver of a Motor Vehicle In-Transport,Not Reported,White,Male,Fatal Injury (K),Northeast,1,0,67,61+
Clear,Rural-Principal Arterial-Other,Passenger of a Motor Vehicle In-Transport,Not Reported,Black,Male,Fatal Injury (K),Northeast,2,0,42,41-50
Clear,Rural-Major Collector,Driver of a Motor Vehicle In-Transport,No,American Indian (includes Aleuts and Eskimos),Male,Fatal Injury (K),South,2,0,17,16-25
Cloudy,Urban-Other Principal Arterial,Driver of a Motor Vehicle In-Transport,Not Reported,White,Male,Fatal Injury (K),West,1,0.21,23,16-25
"Sleet, Hail (Freezing Rain or Drizzle)",Rural-Minor Arterial,Driver of a Motor Vehicle In-Transport,No,Unknown,Male,Fatal Injury (K),Northeast,1,0,48,41-50
Clear,Rural-Minor Arterial,Driver of a Motor Vehicle In-Transport,Not Reported,White,Male,Fatal Injury (K),South,1,0.21,35,31-40
Clear,Rural-Principal Arterial-Other,Driver of a Motor Vehicle In-Transport,Not Reported,White,Male,Fatal Injury (K),South,1,0.11,35,31-40
Rain,Rural-Local Road or Street,Driver of a Motor Vehicle In-Transport,Not Reported,White,Female,Fatal Injury (K),South,1,0,42,41-50
Clear,Urban-Local Road or Street,Driver of a Motor Vehicle In-Transport,Unknown,White,Male,Fatal Injury (K),South,1,0.23,24,16-25
Clear,Rural-Minor Collector,Driver of a Motor Vehicle In-Transport,Unknown,White,Male,Fatal Injury (K),South,1,0,34,31-40
Cloudy,Rural-Principal Arterial-Other,Driver of a Motor Vehicle In-Transport,No,\N,Female,Fatal Injury (K),West,1,0,56,51-60
Clear,Rural-Local Road or Street,Driver of a Motor Vehicle In-Transport,Unknown,Unknown,Male,Fatal Injury (K),West,1,0.21,32,31-40
Clear,Rural-Major Collector,Driver of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),West,1,0,77,61+
Clear,Urban-Other Principal Arterial,Driver of a Motor Vehicle In-Transport,Not Reported,\N,Male,Fatal Injury (K),Northeast,1,0,54,51-60
Clear,Rural-Minor Arterial,Driver of a Motor Vehicle In-Transport,Unknown,White,Female,Fatal Injury (K),West,1,0,26,26-30
Clear,Rural-Major Collector,Passenger of a Motor Vehicle In-Transport,Not Reported,Black,Male,Fatal Injury (K),South,1,0,19,16-25
Cloudy,Urban-Collector,Passenger of a Motor Vehicle In-Transport,Not Reported,Black,Female,Fatal Injury (K),South,2,0,18,16-25
Clear,Rural-Local Road or Street,Driver of a Motor Vehicle In-Transport,Not Reported,White,Male,Fatal Injury (K),Northeast,1,0,19,16-25
Clear,Urban-Minor Arterial,Passenger of a Motor Vehicle In-Transport,No,White,Female,Fatal Injury (K),West,2,0,81,61+
Clear,Urban-Collector,Driver of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),Northeast,1,0,70,61+
Clear,Rural-Principal Arterial-Other,Driver of a Motor Vehicle In-Transport,Not Reported,White,Male,Fatal Injury (K),West,1,0.13,66,61+
Clear,Rural-Minor Collector,Driver of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),South,1,0.3,26,26-30
Clear,Rural-Major Collector,Driver of a Motor Vehicle In-Transport,Unknown,White,Male,Fatal Injury (K),South,1,0,69,61+
Snow,Urban-Minor Arterial,Driver of a Motor Vehicle In-Transport,Unknown,Unknown,Male,Fatal Injury (K),Northeast,1,0,50,41-50
Clear,Urban-Principal Arterial-Interstate,Driver of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),Northeast,1,0.15,50,41-50
Clear,Rural-Major Collector,Driver of a Motor Vehicle In-Transport,Yes,White,Male,Fatal Injury (K),South,1,0.23,45,41-50
Rain,Urban-Principal Arterial-Interstate,Driver of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),West,1,0,32,31-40
Clear,Rural-Local Road or Street,Driver of a Motor Vehicle In-Transport,Yes,White,Male,Fatal Injury (K),Northeast,1,0.16,57,51-60
"Sleet, Hail (Freezing Rain or Drizzle)",Rural-Minor Arterial,Driver of a Motor Vehicle In-Transport,Yes,White,Male,Fatal Injury (K),West,1,0,29,26-30
Clear,Rural-Local Road or Street,Driver of a Motor Vehicle In-Transport,Unknown,White,Male,Fatal Injury (K),South,1,0,21,16-25
Cloudy,Rural-Principal Arterial-Other,Driver of a Motor Vehicle In-Transport,No,\N,Female,Fatal Injury (K),West,1,0,52,51-60
Clear,Urban-Minor Arterial,Driver of a Motor Vehicle In-Transport,No,Unknown,Female,Fatal Injury (K),West,1,0,87,61+
Clear,Urban-Collector,Driver of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),West,1,0.22,40,31-40
Clear,Urban-Minor Arterial,Driver of a Motor Vehicle In-Transport,Not Reported,White,Male,Fatal Injury (K),Northeast,2,0,22,16-25
Rain,Rural-Principal Arterial-Other,Driver of a Motor Vehicle In-Transport,Unknown,White,Male,Fatal Injury (K),West,2,0.14,27,26-30
Clear,Rural-Principal Arterial-Interstate,Driver of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),West,1,0.06,67,61+
Clear,Rural-Minor Arterial,Driver of a Motor Vehicle In-Transport,Not Reported,White,Female,Fatal Injury (K),South,1,0,57,51-60
Clear,Rural-Major Collector,Driver of a Motor Vehicle In-Transport,No,White,Female,Fatal Injury (K),South,1,0.14,39,31-40
Clear,Rural-Minor Arterial,Driver of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),West,1,0,50,41-50
Cloudy,Rural-Local Road or Street,Passenger of a Motor Vehicle In-Transport,Not Reported,American Indian (includes Aleuts and Eskimos),Male,Fatal Injury (K),South,1,0,21,16-25
Clear,Rural-Major Collector,Driver of a Motor Vehicle In-Transport,Not Reported,White,Male,Fatal Injury (K),South,1,0.22,39,31-40
Clear,Rural-Principal Arterial-Other,Driver of a Motor Vehicle In-Transport,Not Reported,White,Male,Fatal Injury (K),South,1,0,84,61+
Snow,Urban-Local Road or Street,Driver of a Motor Vehicle In-Transport,Unknown,White,Male,Fatal Injury (K),West,1,0.11,18,16-25
Clear,Rural-Major Collector,Driver of a Motor Vehicle In-Transport,No,White,Female,Fatal Injury (K),South,1,0,59,51-60
Rain,Rural-Principal Arterial-Other,Driver of a Motor Vehicle In-Transport,Not Reported,White,Female,Fatal Injury (K),West,1,0.23,22,16-25
Clear,Urban-Other Principal Arterial,Driver of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),West,1,0,21,16-25
Clear,Urban-Minor Arterial,Driver of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),West,5,0,34,31-40
Clear,Urban-Principal Arterial-Interstate,Passenger of a Motor Vehicle In-Transport,Not Reported,White,Female,Fatal Injury (K),Northeast,1,0,27,26-30
Clear,Urban-Collector,Driver of a Motor Vehicle In-Transport,Not Reported,Unknown,Male,Fatal Injury (K),South,1,0,66,61+
Rain,Urban-Principal Arterial-Other Freeways or Expressways,Driver of a Motor Vehicle In-Transport,Unknown,Japanese,Male,Fatal Injury (K),West,1,0.18,30,26-30
Clear,Rural-Major Collector,Driver of a Motor Vehicle In-Transport,Yes,White,Male,Fatal Injury (K),South,1,0,50,41-50
Cloudy,Urban-Minor Arterial,Driver of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),South,1,0,28,26-30
Clear,Urban-Principal Arterial-Interstate,Driver of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),South,1,0,76,61+
Clear,Rural-Major Collector,Driver of a Motor Vehicle In-Transport,No,White,Female,Fatal Injury (K),South,1,0,34,31-40
Rain,Rural-Principal Arterial-Other,Driver of a Motor Vehicle In-Transport,No,Black,Male,Fatal Injury (K),South,1,0,36,31-40
Clear,Urban-Collector,Passenger of a Motor Vehicle In-Transport,Not Reported,Unknown,Male,Fatal Injury (K),Northeast,1,0,40,31-40
Clear,Urban-Principal Arterial-Other Freeways or Expressways,Driver of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),Northeast,1,0,27,26-30
Clear,Rural-Unknown Rural,Driver of a Motor Vehicle In-Transport,Not Reported,Black,Male,Fatal Injury (K),South,1,0.33,50,41-50
Clear,Rural-Local Road or Street,Driver of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),West,1,0.11,62,61+
Clear,Rural-Major Collector,Driver of a Motor Vehicle In-Transport,Yes,White,Male,Fatal Injury (K),Northeast,1,0.19,42,41-50
Clear,Urban-Minor Arterial,Driver of a Motor Vehicle In-Transport,Unknown,White,Female,Fatal Injury (K),South,1,0.22,46,41-50
Clear,Rural-Principal Arterial-Other,Driver of a Motor Vehicle In-Transport,Not Reported,White,Male,Fatal Injury (K),West,1,0,62,61+
Rain,Urban-Collector,Driver of a Motor Vehicle In-Transport,No,White,Female,Fatal Injury (K),West,1,0,19,16-25
